timestamp,domain,dns_server,record_type,answers,error_code,error_reason
2024-11-15T04:17:54.374228,akakce.com,223.6.6.6,A,"['104.22.8.161', '104.22.9.161', '172.67.6.81']",,
2024-11-15T04:17:54.374228,akbars.ru,2001:4860:4860::8888,AAAA,[],NoAnswer,No answer for domain: akbars.ru on server: 2001:4860:4860::8888
2024-11-15T04:17:54.374228,akamaihd.net,211.136.17.107,A,[],NoAnswer,No answer for domain: akamaihd.net on server: 211.136.17.107
2024-11-15T04:17:54.374228,akamai.net,9.9.9.9,A,[],Timeout,Timeout occurred for domain: akamai.net on server: 9.9.9.9
2024-11-15T04:17:54.374228,akamai.net,95.85.95.85,A,[],NoAnswer,No answer for domain: akamai.net on server: 95.85.95.85
2024-11-15T04:17:54.374228,akahost.net,123.125.81.7,A,[],Timeout,Timeout occurred for domain: akahost.net on server: 123.125.81.7
2024-11-15T04:17:54.374228,akasripcn.net,2620:fe::10,AAAA,[],NoAnswer,No answer for domain: akasripcn.net on server: 2620:fe::10
2024-11-15T04:17:54.374228,akahost.net,101.226.4.7,A,[],Timeout,Timeout occurred for domain: akahost.net on server: 101.226.4.7
2024-11-15T04:17:54.375280,akakce.com,114.114.115.115,A,"['172.67.6.81', '104.22.9.161', '104.22.8.161']",,
2024-11-15T04:17:54.375280,akamai.net,223.5.5.5,A,[],NoAnswer,No answer for domain: akamai.net on server: 223.5.5.5
2024-11-15T04:17:54.375280,akasripcn.net,2400:3200::1,AAAA,[],NoAnswer,No answer for domain: akasripcn.net on server: 2400:3200::1
2024-11-15T04:17:54.375280,akamaistream.net,77.88.8.8,A,[],NoAnswer,No answer for domain: akamaistream.net on server: 77.88.8.8
2024-11-15T04:17:54.375280,akamai.net,223.6.6.6,A,[],NoAnswer,No answer for domain: akamai.net on server: 223.6.6.6
2024-11-15T04:17:54.375280,akamaihd.net,218.30.118.6,A,[],NoAnswer,No answer for domain: akamaihd.net on server: 218.30.118.6
2024-11-15T04:17:54.375280,akbars.ru,2620:119:35::35,AAAA,[],NoAnswer,No answer for domain: akbars.ru on server: 2620:119:35::35
2024-11-15T04:17:54.375280,akakce.com,77.88.8.8,A,"['188.114.99.229', '188.114.98.229']",,
2024-11-15T04:17:54.375280,akakce.com,114.114.114.114,A,"['172.67.6.81', '104.22.9.161', '104.22.8.161']",,
2024-11-15T04:17:54.375280,akamaihd.net,101.226.4.7,A,[],Timeout,Timeout occurred for domain: akamaihd.net on server: 101.226.4.7
2024-11-15T04:17:54.375280,akamai.net,77.88.8.1,A,[],NoAnswer,No answer for domain: akamai.net on server: 77.88.8.1
2024-11-15T04:17:54.375280,akbars.ru,2001:6d0:6d0::2001,AAAA,[],NoAnswer,No answer for domain: akbars.ru on server: 2001:6d0:6d0::2001
2024-11-15T04:17:54.375280,akakce.com,2.56.220.2,A,"['104.22.9.161', '172.67.6.81', '104.22.8.161']",,
2024-11-15T04:17:54.375280,akamai.net,62.76.76.62,A,[],NoAnswer,No answer for domain: akamai.net on server: 62.76.76.62
2024-11-15T04:17:54.375280,akasripcn.net,2400:3200:baba::1,AAAA,[],NoAnswer,No answer for domain: akasripcn.net on server: 2400:3200:baba::1
2024-11-15T04:17:54.375280,akamaihd.net,202.96.128.86,A,[],Timeout,Timeout occurred for domain: akamaihd.net on server: 202.96.128.86
2024-11-15T04:17:54.375280,akamai.net,119.29.29.29,A,[],NoAnswer,No answer for domain: akamai.net on server: 119.29.29.29
2024-11-15T04:17:54.375280,akamaistream.net,8.8.4.4,A,[],NoAnswer,No answer for domain: akamaistream.net on server: 8.8.4.4
2024-11-15T04:17:54.375280,akahost.net,101.226.4.6,A,[],NoAnswer,No answer for domain: akahost.net on server: 101.226.4.6
2024-11-15T04:17:54.375280,akakce.com,1.0.0.1,A,"['104.22.8.161', '172.67.6.81', '104.22.9.161']",,
2024-11-15T04:17:54.375280,akamai.net,210.21.196.6,A,[],Timeout,Timeout occurred for domain: akamai.net on server: 210.21.196.6
2024-11-15T04:17:54.375280,akamai.net,180.76.76.76,A,[],NoAnswer,No answer for domain: akamai.net on server: 180.76.76.76
2024-11-15T04:17:54.375280,akasripcn.net,2402:4e00::,AAAA,[],NoAnswer,No answer for domain: akasripcn.net on server: 2402:4e00::
2024-11-15T04:17:54.375280,akamaihd.net,123.125.81.6,A,[],NoAnswer,No answer for domain: akamaihd.net on server: 123.125.81.6
2024-11-15T04:17:54.375280,akamai.net,114.114.115.115,A,[],NoAnswer,No answer for domain: akamai.net on server: 114.114.115.115
2024-11-15T04:17:54.375280,akakce.com,95.85.95.85,A,"['104.22.9.161', '104.22.8.161', '172.67.6.81']",,
2024-11-15T04:17:54.375280,akbars.ru,2620:119:53::53,AAAA,[],NoAnswer,No answer for domain: akbars.ru on server: 2620:119:53::53
2024-11-15T04:17:54.375280,akamaistream.net,95.85.95.85,A,[],NoAnswer,No answer for domain: akamaistream.net on server: 95.85.95.85
2024-11-15T04:17:54.375280,akasripcn.net,2a10:50c0::ad2:ff,AAAA,[],NoAnswer,No answer for domain: akasripcn.net on server: 2a10:50c0::ad2:ff
2024-11-15T04:17:54.375280,akamaistream.net,62.76.76.62,A,[],NoAnswer,No answer for domain: akamaistream.net on server: 62.76.76.62
2024-11-15T04:17:54.375280,akakce.com,2620:fe::10,AAAA,"['2606:4700:10::6816:8a1', '2606:4700:10::ac43:651', '2606:4700:10::6816:9a1']",,
2024-11-15T04:17:54.375280,akaquill.net,119.29.29.29,A,[],NoAnswer,No answer for domain: akaquill.net on server: 119.29.29.29
2024-11-15T04:17:54.375280,akamaitechnologies.com,2620:0:ccd::2,AAAA,[],NoAnswer,No answer for domain: akamaitechnologies.com on server: 2620:0:ccd::2
2024-11-15T04:17:54.375280,akamaitech.net,2a03:90c0:9992::1,AAAA,[],NoAnswer,No answer for domain: akamaitech.net on server: 2a03:90c0:9992::1
2024-11-15T04:17:54.375280,akamaistream.net,195.208.4.1,A,[],NoAnswer,No answer for domain: akamaistream.net on server: 195.208.4.1
2024-11-15T04:17:54.375280,akakce.com,2620:fe::fe,AAAA,"['2606:4700:10::ac43:651', '2606:4700:10::6816:8a1', '2606:4700:10::6816:9a1']",,
2024-11-15T04:17:54.375280,akaquill.net,218.30.118.6,A,[],NoAnswer,No answer for domain: akaquill.net on server: 218.30.118.6
2024-11-15T04:17:54.375280,akamaistream.net,62.76.62.76,A,[],NoAnswer,No answer for domain: akamaistream.net on server: 62.76.62.76
2024-11-15T04:17:54.375280,akamaitechnologies.com,2620:0:ccc::2,AAAA,[],NoAnswer,No answer for domain: akamaitechnologies.com on server: 2620:0:ccc::2
2024-11-15T04:17:54.375280,akamaitech.net,2a02:6b8::feed:0ff,AAAA,[],NoAnswer,No answer for domain: akamaitech.net on server: 2a02:6b8::feed:0ff
2024-11-15T04:17:54.375280,akamaistream.net,180.76.76.76,A,[],NoAnswer,No answer for domain: akamaistream.net on server: 180.76.76.76
2024-11-15T04:17:54.375280,akamaitechnologies.com,2400:3200:baba::1,AAAA,[],NoAnswer,No answer for domain: akamaitechnologies.com on server: 2400:3200:baba::1
2024-11-15T04:17:54.375280,akaquill.net,223.6.6.6,A,[],NoAnswer,No answer for domain: akaquill.net on server: 223.6.6.6
2024-11-15T04:17:54.375280,akam.net,2620:119:53::53,AAAA,[],NoAnswer,No answer for domain: akam.net on server: 2620:119:53::53
2024-11-15T04:17:54.375280,akamaitechnologies.com,2620:119:35::35,AAAA,[],NoAnswer,No answer for domain: akamaitechnologies.com on server: 2620:119:35::35
2024-11-15T04:17:54.375280,akamaistream.net,223.6.6.6,A,[],NoAnswer,No answer for domain: akamaistream.net on server: 223.6.6.6
2024-11-15T04:17:54.375280,akam.net,2620:119:35::35,AAAA,[],NoAnswer,No answer for domain: akam.net on server: 2620:119:35::35
2024-11-15T04:17:54.375280,akamaitech.net,2001:6d0:6d0::2001,AAAA,[],NoAnswer,No answer for domain: akamaitech.net on server: 2001:6d0:6d0::2001
2024-11-15T04:17:54.375280,akamaitech.net,2620:0:ccc::2,AAAA,[],NoAnswer,No answer for domain: akamaitech.net on server: 2620:0:ccc::2
2024-11-15T04:17:54.375280,akamaitech.net,2001:6d0:d6::2001,AAAA,[],NoAnswer,No answer for domain: akamaitech.net on server: 2001:6d0:d6::2001
2024-11-15T04:17:54.375280,akaquill.net,211.136.17.107,A,[],NoAnswer,No answer for domain: akaquill.net on server: 211.136.17.107
2024-11-15T04:17:54.375280,akamaitechnologies.com,2620:119:53::53,AAAA,[],NoAnswer,No answer for domain: akamaitechnologies.com on server: 2620:119:53::53
2024-11-15T04:17:54.375280,akam.net,2a03:90c0:999d::1,AAAA,[],NoAnswer,No answer for domain: akam.net on server: 2a03:90c0:999d::1
2024-11-15T04:17:54.375280,akamaitech.net,2620:119:53::53,AAAA,[],NoAnswer,No answer for domain: akamaitech.net on server: 2620:119:53::53
2024-11-15T04:17:54.375280,akam.net,2a02:6b8::feed:0ff,AAAA,[],NoAnswer,No answer for domain: akam.net on server: 2a02:6b8::feed:0ff
2024-11-15T04:17:54.375280,akaquill.net,223.5.5.5,A,[],NoAnswer,No answer for domain: akaquill.net on server: 223.5.5.5
2024-11-15T04:17:54.376279,akamaitechnologies.com,2a02:6b8::feed:0ff,AAAA,[],NoAnswer,No answer for domain: akamaitechnologies.com on server: 2a02:6b8::feed:0ff
2024-11-15T04:17:54.376279,akamaitech.net,2a03:90c0:999d::1,AAAA,[],NoAnswer,No answer for domain: akamaitech.net on server: 2a03:90c0:999d::1
2024-11-15T04:17:54.376279,akamai.net,202.96.128.86,A,[],Timeout,Timeout occurred for domain: akamai.net on server: 202.96.128.86
2024-11-15T04:17:54.376279,akamaistream.net,119.29.29.29,A,[],NoAnswer,No answer for domain: akamaistream.net on server: 119.29.29.29
2024-11-15T04:17:54.376279,akasripcn.net,2400:da00::6666,AAAA,[],Timeout,Timeout occurred for domain: akasripcn.net on server: 2400:da00::6666
2024-11-15T04:17:54.376279,akam.net,2001:4860:4860::8888,AAAA,[],NoAnswer,No answer for domain: akam.net on server: 2001:4860:4860::8888
2024-11-15T04:17:54.376279,akaquill.net,180.76.76.76,A,[],NoAnswer,No answer for domain: akaquill.net on server: 180.76.76.76
2024-11-15T04:17:54.376279,akamaitechnologies.com,2620:fe::10,AAAA,[],NoAnswer,No answer for domain: akamaitechnologies.com on server: 2620:fe::10
2024-11-15T04:17:54.376279,akamaistream.net,9.9.9.10,A,[],NoAnswer,No answer for domain: akamaistream.net on server: 9.9.9.10
2024-11-15T04:17:54.376279,akamaihd.net,210.21.196.6,A,[],Timeout,Timeout occurred for domain: akamaihd.net on server: 210.21.196.6
2024-11-15T04:17:54.376279,akam.net,2606:4700:4700::1001,AAAA,[],NoAnswer,No answer for domain: akam.net on server: 2606:4700:4700::1001
2024-11-15T04:17:54.376279,akamaitechnologies.com,2400:3200::1,AAAA,[],NoAnswer,No answer for domain: akamaitechnologies.com on server: 2400:3200::1
2024-11-15T04:17:54.376279,akaquill.net,114.114.114.114,A,[],NoAnswer,No answer for domain: akaquill.net on server: 114.114.114.114
2024-11-15T04:17:54.376279,akam.net,2a03:90c0:9992::1,AAAA,[],NoAnswer,No answer for domain: akam.net on server: 2a03:90c0:9992::1
2024-11-15T04:17:54.376279,akamaitech.net,2400:3200::1,AAAA,[],NoAnswer,No answer for domain: akamaitech.net on server: 2400:3200::1
2024-11-15T04:17:54.376279,akamaihd.net,123.125.81.7,A,[],Timeout,Timeout occurred for domain: akamaihd.net on server: 123.125.81.7
2024-11-15T04:17:54.376279,akamaitechnologies.com,2a0c:a9c7:8::1,AAAA,[],NoAnswer,No answer for domain: akamaitechnologies.com on server: 2a0c:a9c7:8::1
2024-11-15T04:17:54.376279,akaquill.net,114.114.115.115,A,[],NoAnswer,No answer for domain: akaquill.net on server: 114.114.115.115
2024-11-15T04:17:54.376279,akakce.com,2400:3200:baba::1,AAAA,"['2606:4700:10::6816:9a1', '2606:4700:10::6816:8a1', '2606:4700:10::ac43:651']",,
2024-11-15T04:17:54.376279,akamaistream.net,2402:4e00::,AAAA,[],NoAnswer,No answer for domain: akamaistream.net on server: 2402:4e00::
2024-11-15T04:17:54.376279,akamaistream.net,114.114.115.115,A,[],NoAnswer,No answer for domain: akamaistream.net on server: 114.114.115.115
2024-11-15T04:17:54.376279,akamaistream.net,223.5.5.5,A,[],NoAnswer,No answer for domain: akamaistream.net on server: 223.5.5.5
2024-11-15T04:17:54.376279,akamaitechnologies.com,2620:fe::fe,AAAA,[],NoAnswer,No answer for domain: akamaitechnologies.com on server: 2620:fe::fe
2024-11-15T04:17:54.376279,akaquill.net,94.140.14.14,A,[],NoAnswer,No answer for domain: akaquill.net on server: 94.140.14.14
2024-11-15T04:17:54.376279,akakce.com,2402:4e00::,AAAA,"['2606:4700:10::6816:8a1', '2606:4700:10::ac43:651', '2606:4700:10::6816:9a1']",,
2024-11-15T04:17:54.376279,akaquill.net,94.140.15.15,A,[],NoAnswer,No answer for domain: akaquill.net on server: 94.140.15.15
2024-11-15T04:17:54.376279,akam.net,2001:4860:4860::8844,AAAA,[],NoAnswer,No answer for domain: akam.net on server: 2001:4860:4860::8844
2024-11-15T04:17:54.376279,akamaistream.net,2a10:50c0::ad2:ff,AAAA,[],NoAnswer,No answer for domain: akamaistream.net on server: 2a10:50c0::ad2:ff
2024-11-15T04:17:54.376279,akamaitechnologies.com,2001:4860:4860::8888,AAAA,[],NoAnswer,No answer for domain: akamaitechnologies.com on server: 2001:4860:4860::8888
2024-11-15T04:17:54.376279,akaquill.net,208.67.222.220,A,[],NoAnswer,No answer for domain: akaquill.net on server: 208.67.222.220
2024-11-15T04:17:54.376279,akam.net,2606:4700:4700::1111,AAAA,[],NoAnswer,No answer for domain: akam.net on server: 2606:4700:4700::1111
2024-11-15T04:17:54.376279,akamaistream.net,2400:3200:baba::1,AAAA,[],NoAnswer,No answer for domain: akamaistream.net on server: 2400:3200:baba::1
2024-11-15T04:17:54.376279,akamaitechnologies.com,2001:6d0:d6::2001,AAAA,[],NoAnswer,No answer for domain: akamaitechnologies.com on server: 2001:6d0:d6::2001
2024-11-15T04:17:54.376279,akaquill.net,208.67.220.222,A,[],NoAnswer,No answer for domain: akaquill.net on server: 208.67.220.222
2024-11-15T04:17:54.376279,akakce.com,2a10:50c0::ad2:ff,AAAA,"['2606:4700:10::6816:9a1', '2606:4700:10::6816:8a1', '2606:4700:10::ac43:651']",,
2024-11-15T04:17:54.376279,akamaitech.net,2606:4700:4700::1111,AAAA,[],NoAnswer,No answer for domain: akamaitech.net on server: 2606:4700:4700::1111
2024-11-15T04:17:54.376279,akamaitechnologies.com,2a0c:a9c7:9::1,AAAA,[],NoAnswer,No answer for domain: akamaitechnologies.com on server: 2a0c:a9c7:9::1
2024-11-15T04:17:54.376279,akamaistream.net,202.96.128.86,A,[],Timeout,Timeout occurred for domain: akamaistream.net on server: 202.96.128.86
2024-11-15T04:17:54.376279,akakce.com,2400:3200::1,AAAA,"['2606:4700:10::ac43:651', '2606:4700:10::6816:9a1', '2606:4700:10::6816:8a1']",,
2024-11-15T04:17:54.376279,akaquill.net,210.21.196.6,A,[],Timeout,Timeout occurred for domain: akaquill.net on server: 210.21.196.6
2024-11-15T04:17:54.376279,akamaitech.net,2606:4700:4700::1001,AAAA,[],NoAnswer,No answer for domain: akamaitech.net on server: 2606:4700:4700::1001
2024-11-15T04:17:54.376279,akakce.com,2400:da00::6666,AAAA,[],Timeout,Timeout occurred for domain: akakce.com on server: 2400:da00::6666
2024-11-15T04:17:54.376279,akamaistream.net,2a10:50c0::ad1:ff,AAAA,[],NoAnswer,No answer for domain: akamaistream.net on server: 2a10:50c0::ad1:ff
2024-11-15T04:17:54.376279,akam.net,2620:fe::fe,AAAA,[],NoAnswer,No answer for domain: akam.net on server: 2620:fe::fe
2024-11-15T04:17:54.376279,akamaitechnologies.com,2001:6d0:6d0::2001,AAAA,[],NoAnswer,No answer for domain: akamaitechnologies.com on server: 2001:6d0:6d0::2001
2024-11-15T04:17:54.376279,akamaistream.net,2400:3200::1,AAAA,[],NoAnswer,No answer for domain: akamaistream.net on server: 2400:3200::1
2024-11-15T04:17:54.376279,akamaitech.net,2400:3200:baba::1,AAAA,[],NoAnswer,No answer for domain: akamaitech.net on server: 2400:3200:baba::1
2024-11-15T04:17:54.376279,akamaistream.net,114.114.114.114,A,[],NoAnswer,No answer for domain: akamaistream.net on server: 114.114.114.114
2024-11-15T04:17:54.376279,akam.net,2620:fe::10,AAAA,[],NoAnswer,No answer for domain: akam.net on server: 2620:fe::10
2024-11-15T04:17:54.377285,akaquill.net,117.50.11.11,A,[],NoAnswer,No answer for domain: akaquill.net on server: 117.50.11.11
2024-11-15T04:17:54.377285,akamaitech.net,2001:4860:4860::8888,AAAA,[],NoAnswer,No answer for domain: akamaitech.net on server: 2001:4860:4860::8888
2024-11-15T04:17:54.377285,akaquill.net,123.125.81.6,A,[],NoAnswer,No answer for domain: akaquill.net on server: 123.125.81.6
2024-11-15T04:17:54.377285,akakce.com,2620:0:ccd::2,AAAA,"['2606:4700:10::6816:9a1', '2606:4700:10::ac43:651', '2606:4700:10::6816:8a1']",,
2024-11-15T04:17:54.377285,akamaitechnologies.com,2a02:6b8:0:1::feed:0ff,AAAA,[],Timeout,Timeout occurred for domain: akamaitechnologies.com on server: 2a02:6b8:0:1::feed:0ff
2024-11-15T04:17:54.377285,akamaitech.net,2402:4e00::,AAAA,[],NoAnswer,No answer for domain: akamaitech.net on server: 2402:4e00::
2024-11-15T04:17:54.377285,akakce.com,2a10:50c0::ad1:ff,AAAA,"['2606:4700:10::6816:8a1', '2606:4700:10::ac43:651', '2606:4700:10::6816:9a1']",,
2024-11-15T04:17:54.377285,akaquill.net,208.67.222.222,A,[],NoAnswer,No answer for domain: akaquill.net on server: 208.67.222.222
2024-11-15T04:17:54.377285,akamaitech.net,2001:4860:4860::8844,AAAA,[],NoAnswer,No answer for domain: akamaitech.net on server: 2001:4860:4860::8844
2024-11-15T04:17:54.377285,akaquill.net,208.67.220.220,A,[],NoAnswer,No answer for domain: akaquill.net on server: 208.67.220.220
2024-11-15T04:17:54.377285,akam.net,2620:0:ccd::2,AAAA,[],NoAnswer,No answer for domain: akam.net on server: 2620:0:ccd::2
2024-11-15T04:17:54.377285,akamaitechnologies.com,2606:4700:4700::1001,AAAA,[],NoAnswer,No answer for domain: akamaitechnologies.com on server: 2606:4700:4700::1001
2024-11-15T04:17:54.377285,akamaistream.net,2620:0:ccc::2,AAAA,[],NoAnswer,No answer for domain: akamaistream.net on server: 2620:0:ccc::2
2024-11-15T04:17:54.377285,akamaistream.net,94.140.14.14,A,[],NoAnswer,No answer for domain: akamaistream.net on server: 94.140.14.14
2024-11-15T04:17:54.377285,akaquill.net,195.208.5.1,A,[],NoAnswer,No answer for domain: akaquill.net on server: 195.208.5.1
2024-11-15T04:17:54.377285,akamaitechnologies.com,2606:4700:4700::1111,AAAA,[],NoAnswer,No answer for domain: akamaitechnologies.com on server: 2606:4700:4700::1111
